EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,OPERATOR_ID,PREDICATE_ID,HOW_APPLIED,WHEN_EVALUATED,RELOP_TYPE,SUBQUERY,FILTER_FACTOR,PREDICATE_TEXT,RANGE_NUM,INDEX_COLSEQ,FF_SOURCE_SCHEMA,FF_SOURCE_NAME,FF_SOURCE_TYPE
SHAIKHQ ,2024-05-30-12.25.10.889624,SQLC2Q31,NULLID  ,,S,1,201,5,2,SARG      ,   ,LE,N,+5.04803776741028E-001,(2451195 <= Q2.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.10.889624,SQLC2Q31,NULLID  ,,S,1,201,5,3,STOP      ,   ,EQ,N,+2.71183416771237E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.17.525244,SQLC2Q31,NULLID  ,,S,1,201,2,3,JOIN      ,   ,EQ,N,+2.82009659713367E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.17.525244,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+1.00000001490116E-001,(Q1.WP_IMAGE_COUNT = 2),,255,,,
SHAIKHQ ,2024-05-30-12.25.17.525244,SQLC2Q31,NULLID  ,,S,1,201,3,5,SARG      ,   ,LE,N,+4.33333337306976E-001,(2452611 <= Q1.WP_ACCESS_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.17.525244,SQLC2Q31,NULLID  ,,S,1,201,6,3,START     ,   ,EQ,N,+2.82009659713367E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.17.525244,SQLC2Q31,NULLID  ,,S,1,201,6,2,SARG      ,   ,LE,N,+4.85424548387527E-001,(2452611 <= Q2.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.17.525244,SQLC2Q31,NULLID  ,,S,1,201,6,3,STOP      ,   ,EQ,N,+2.82009659713367E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.24.086049,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.24.086049,SQLC2Q31,NULLID  ,,S,1,201,5,3,SARG      ,   ,LE,N,+8.27226579189301E-001,(Q2.D_MOY <= 10),,255,,,
SHAIKHQ ,2024-05-30-12.25.24.086049,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,LE,N,+5.82887291908264E-001,(Q2.D_SAME_DAY_LY <= 2458530),,255,,,
SHAIKHQ ,2024-05-30-12.25.24.086049,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.24.086049,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.30.707300,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.30.707300,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+9.76666688919067E-001,(Q1.P_RESPONSE_TARGET = 1),,255,,,
SHAIKHQ ,2024-05-30-12.25.30.707300,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,LE,N,+9.35104727745056E-001,(1912 <= Q2.D_YEAR),,255,,,
SHAIKHQ ,2024-05-30-12.25.30.707300,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.30.707300,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.40.079190,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.40.079190,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+9.16439652442932E-001,(8174 <= Q1.WS_SHIP_CUSTOMER_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.40.079190,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,EQ,N,+2.39496782422066E-001,(Q2.D_QOY = 4),,255,,,
SHAIKHQ ,2024-05-30-12.25.46.637295,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.46.637295,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+1.66666675359011E-002,(Q1.WP_LINK_COUNT = 17),,255,,,
SHAIKHQ ,2024-05-30-12.25.46.637295,SQLC2Q31,NULLID  ,,S,1,201,5,3,SARG      ,   ,LE,N,+9.83844578266144E-001,(Q2.D_MOY <= 12),,255,,,
SHAIKHQ ,2024-05-30-12.25.46.637295,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.46.637295,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.53.372048,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.25.53.372048,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+1.11000001430511E-001,(98 <= Q1.CP_CATALOG_NUMBER),,255,,,
SHAIKHQ ,2024-05-30-12.25.53.372048,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,LE,N,+7.80562222003937E-001,(1942 <= Q2.D_FY_YEAR),,255,,,
SHAIKHQ ,2024-05-30-12.25.53.372048,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.25.53.372048,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.00.505513,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.00.505513,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+4.19763296842575E-001,(Q1.CS_NET_PAID <= +00817.60),,255,,,
SHAIKHQ ,2024-05-30-12.26.00.505513,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+3.20734106935561E-003,(Q1.CS_PROMO_SK = 248),,255,,,
SHAIKHQ ,2024-05-30-12.26.00.505513,SQLC2Q31,NULLID  ,,S,1,201,4,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.00.505513,SQLC2Q31,NULLID  ,,S,1,201,4,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.07.258639,SQLC2Q31,NULLID  ,,S,1,201,2,3,JOIN      ,   ,EQ,N,+2.77456965704914E-005,(Q2.CP_END_DATE_SK = Q1.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.07.258639,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+7.38970339298248E-001,(2434680 <= Q1.D_LAST_DOM),,255,,,
SHAIKHQ ,2024-05-30-12.26.07.258639,SQLC2Q31,NULLID  ,,S,1,201,4,2,START     ,   ,LE,N,+4.93389725685120E-001,(2452029 <= Q1.D_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.07.258639,SQLC2Q31,NULLID  ,,S,1,201,5,3,RESID     ,   ,EQ,N,+2.77456965704914E-005,(Q2.CP_END_DATE_SK = Q1.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.07.258639,SQLC2Q31,NULLID  ,,S,1,201,8,5,SARG      ,   ,LE,N,+4.60367232561111E-001,(2452029 <= Q2.CP_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.13.837877,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.13.837877,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,EQ,N,+1.00000000000000E+000,(Q1.S_GMT_OFFSET = -005.00),,255,,,
SHAIKHQ ,2024-05-30-12.26.13.837877,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+3.33333313465118E-001,(Q1.S_DIVISION_ID <= 1),,255,,,
SHAIKHQ ,2024-05-30-12.26.13.837877,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.13.837877,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.20.753911,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.C_FIRST_SHIPTO_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.20.753911,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+6.29107236862183E-001,(17807 <= Q1.C_CURRENT_ADDR_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.20.753911,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+2.97736357897520E-002,(Q1.C_BIRTH_DAY = 27),,255,,,
SHAIKHQ ,2024-05-30-12.26.20.753911,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.C_FIRST_SHIPTO_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.20.753911,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.C_FIRST_SHIPTO_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.27.464185,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.27.464185,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,EQ,N,+9.80000019073486E-001,(Q1.P_COST = +0000000001000.00),,255,,,
SHAIKHQ ,2024-05-30-12.26.27.464185,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+3.33333341404796E-003,(Q1.P_ITEM_SK = 1418),,255,,,
SHAIKHQ ,2024-05-30-12.26.27.464185,SQLC2Q31,NULLID  ,,S,1,201,4,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.27.464185,SQLC2Q31,NULLID  ,,S,1,201,4,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.34.278959,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.34.278959,SQLC2Q31,NULLID  ,,S,1,201,3,3,DPSTART   ,   ,LE,N,+8.31016361713409E-001,(2451143 <= Q1.WS_SOLD_DATE_SK),1,0,,,
SHAIKHQ ,2024-05-30-12.26.34.278959,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+8.31016361713409E-001,(2451143 <= Q1.WS_SOLD_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.34.278959,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+3.91167923226021E-005,(Q1.WS_SALES_PRICE = +00119.00),,255,,,
SHAIKHQ ,2024-05-30-12.26.34.278959,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.34.278959,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.41.056847,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.00000000000000E+000,(Q1.S_CLOSED_DATE_SK = Q2.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.41.056847,SQLC2Q31,NULLID  ,,S,1,201,4,3,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = 2451044),,1,,,
SHAIKHQ ,2024-05-30-12.26.41.056847,SQLC2Q31,NULLID  ,,S,1,201,4,3,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = 2451044),,1,,,
SHAIKHQ ,2024-05-30-12.26.41.056847,SQLC2Q31,NULLID  ,,S,1,201,5,2,SARG      ,   ,EQ,N,+1.00000000000000E+000,(Q1.S_CLOSED_DATE_SK = Q2.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.41.056847,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,EQ,N,+1.00000000000000E+000,(Q1.S_GMT_OFFSET = -005.00),,255,,,
SHAIKHQ ,2024-05-30-12.26.47.778997,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.47.778997,SQLC2Q31,NULLID  ,,S,1,201,5,3,SARG      ,   ,LE,N,+7.12498307228088E-001,(Q2.D_DOW <= 4),,255,,,
SHAIKHQ ,2024-05-30-12.26.47.778997,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,LE,N,+7.47500002384186E-001,(Q2.D_YEAR <= 2050),,255,,,
SHAIKHQ ,2024-05-30-12.26.47.778997,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.47.778997,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.54.411285,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.26.54.411285,SQLC2Q31,NULLID  ,,S,1,201,7,3,SARG      ,   ,EQ,N,+2.50503093004227E-001,(Q2.D_QOY = 2),,255,,,
SHAIKHQ ,2024-05-30-12.26.54.411285,SQLC2Q31,NULLID  ,,S,1,201,7,4,SARG      ,   ,LE,N,+7.56135523319244E-001,(Q2.D_LAST_DOM <= 2471754),,255,,,
SHAIKHQ ,2024-05-30-12.26.54.411285,SQLC2Q31,NULLID  ,,S,1,201,8,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.26.54.411285,SQLC2Q31,NULLID  ,,S,1,201,8,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.01.052571,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.01.052571,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,EQ,N,+8.03897448349744E-004,(Q2.D_FIRST_DOM = 2450175),,255,,,
SHAIKHQ ,2024-05-30-12.27.01.052571,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+6.28448665142059E-001,(1973 <= Q2.D_YEAR),,255,,,
SHAIKHQ ,2024-05-30-12.27.01.052571,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.01.052571,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.07.634847,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.07.634847,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,EQ,N,+1.40492811799049E-001,(Q2.D_DOW = 3),,255,,,
SHAIKHQ ,2024-05-30-12.27.07.634847,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+6.21019005775452E-001,(2441517 <= Q2.D_SAME_DAY_LY),,255,,,
SHAIKHQ ,2024-05-30-12.27.07.634847,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.07.634847,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.14.302887,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.14.302887,SQLC2Q31,NULLID  ,,S,1,201,3,3,DPSTART   ,   ,EQ,N,+2.99978861585259E-003,(Q1.WS_SOLD_DATE_SK = 2452608),1,0,,,
SHAIKHQ ,2024-05-30-12.27.14.302887,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,EQ,N,+2.99978861585259E-003,(Q1.WS_SOLD_DATE_SK = 2452608),,255,,,
SHAIKHQ ,2024-05-30-12.27.14.302887,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+5.13892650604248E-001,(48851 <= Q1.WS_BILL_CUSTOMER_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.14.302887,SQLC2Q31,NULLID  ,,S,1,201,3,3,DPSTOP    ,   ,EQ,N,+2.99978861585259E-003,(Q1.WS_SOLD_DATE_SK = 2452608),1,0,,,
SHAIKHQ ,2024-05-30-12.27.14.302887,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.14.302887,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.21.023757,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.21.023757,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,EQ,N,+9.60824824869633E-003,(Q1.CP_CATALOG_PAGE_NUMBER = 74),,255,,,
SHAIKHQ ,2024-05-30-12.27.21.023757,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+6.41683757305145E-001,(5 <= Q2.D_MOY),,255,,,
SHAIKHQ ,2024-05-30-12.27.21.023757,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.21.023757,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.27.683293,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.27.683293,SQLC2Q31,NULLID  ,,S,1,201,4,3,START     ,   ,LE,N,+4.07708346843719E-001,(178 <= Q1.P_PROMO_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.27.683293,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,EQ,N,+2.70996183156967E-001,(Q2.D_QOY = 1),,255,,,
SHAIKHQ ,2024-05-30-12.27.27.683293,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.27.683293,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.34.765066,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.34.765066,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,EQ,N,+6.44829496741295E-002,(Q1.WS_WEB_SITE_SK = 13),,255,,,
SHAIKHQ ,2024-05-30-12.27.34.765066,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+1.48147732019424E-001,(Q1.WS_EXT_DISCOUNT_AMT <= +00201.96),,255,,,
SHAIKHQ ,2024-05-30-12.27.41.181590,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.41.181590,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,EQ,N,+8.45049247145653E-002,(Q2.D_MOY = 2),,255,,,
SHAIKHQ ,2024-05-30-12.27.41.181590,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+7.47500002384186E-001,(Q2.D_YEAR <= 2050),,255,,,
SHAIKHQ ,2024-05-30-12.27.48.401970,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.C_FIRST_SHIPTO_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.48.401970,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+7.03652262687683E-001,(525225 <= Q1.C_CURRENT_CDEMO_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.48.401970,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+9.51498329639435E-001,(Q2.D_DOM <= 29),,255,,,
SHAIKHQ ,2024-05-30-12.27.55.509749,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.27.55.509749,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,EQ,N,+2.10177040571580E-006,(Q1.CS_NET_PROFIT = +00124.70),,255,,,
SHAIKHQ ,2024-05-30-12.27.55.509749,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+7.86547124385834E-001,(Q2.D_SAME_DAY_LQ <= 2473171),,255,,,
SHAIKHQ ,2024-05-30-12.27.55.509749,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.27.55.509749,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-12.28.02.085096,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-12.28.02.085096,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,EQ,N,+2.95476820319891E-002,(Q2.D_DOM = 12),,255,,,
SHAIKHQ ,2024-05-30-12.28.02.085096,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+8.92238914966583E-001,(Q2.D_FY_QUARTER_SEQ <= 724),,255,,,
SHAIKHQ ,2024-05-30-12.28.02.085096,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
