EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,STREAM_ID,SOURCE_TYPE,SOURCE_ID,TARGET_TYPE,TARGET_ID,OBJECT_SCHEMA,OBJECT_NAME,STREAM_COUNT,COLUMN_COUNT,PREDICATE_ID,COLUMN_NAMES,PMID,SINGLE_NODE,PARTITION_COLUMNS,SEQUENCE_SIZES,OBJECT_TENANTID
SHAIKHQ ,2024-05-30-10.34.35.720367,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+6.41683757305145E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.35.720367,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+6.41683769226074E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.40.210815,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CATALOG_PAGE,+1.17180000000000E+004,3,-1,+Q1.$RID$+Q1.CP_START_DATE_SK+Q1.CP_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.40.210815,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.17180000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.40.210815,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,5,-1,+Q2.$RID$+Q2.D_FIRST_DOM+Q2.D_DOM+Q2.D_MOY+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.40.210815,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+8.64664746093750E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.40.210815,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+2.97596796875000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064038920,+6.00000000000000E+001,1,-1,+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+6.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,WEB_PAGE,+6.00000000000000E+001,3,-1,+Q1.WP_IMAGE_COUNT+Q1.WP_MAX_AD_COUNT+Q1.WP_ACCESS_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+8.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,1,-1,+Q2.D_WEEK_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+8.15500020980835E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.44.633610,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+6.52400016784668E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064039300,+3.00000000000000E+002,2,-1,+Q1.P_PROMO_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,PROMOTION,+3.00000000000000E+002,1,-1,+Q1.P_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+2.04865670204163E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,1,-1,+Q2.D_DOW,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+2.04865670204163E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.49.163333,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+2.04865670204163E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.54.036349,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CATALOG_PAGE,+1.17180000000000E+004,3,-1,+Q1.$RID$+Q1.CP_START_DATE_SK+Q1.CP_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.54.036349,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.17180000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.54.036349,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,5,-1,+Q2.$RID$+Q2.D_QUARTER_SEQ+Q2.D_MONTH_SEQ+Q2.D_DOW+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.54.036349,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+1.11094169921875E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.54.036349,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+3.84844375000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.59.214473,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CUSTOMER,+1.00000000000000E+005,4,-1,+Q1.$RID$+Q1.C_BIRTH_MONTH+Q1.C_CURRENT_HDEMO_SK+Q1.C_FIRST_SHIPTO_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.59.214473,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+6.48209023437500E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.59.214473,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.$RID$+Q2.D_SAME_DAY_LY+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.34.59.214473,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+6.13898046875000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.34.59.214473,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+1.04857850000000E+006,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064038920,+6.00000000000000E+001,1,-1,+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+6.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,WEB_PAGE,+6.00000000000000E+001,2,-1,+Q1.WP_CREATION_DATE_SK+Q1.WP_ACCESS_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+6.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.D_FY_YEAR+Q2.D_MOY+Q2.D_SAME_DAY_LY,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+6.41111135482788E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.03.794483,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+3.84666671752930E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.08.405597,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,PROMOTION,+3.00000000000000E+002,4,-1,+Q1.$RID$+Q1.P_RESPONSE_TARGET+Q1.P_ITEM_SK+Q1.P_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.08.405597,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.08.405597,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.08.405597,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.08.405597,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_FIRST_DOM+Q2.D_FY_YEAR,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.08.405597,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+1.99999988079071E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.08.405597,SQLC2Q31,NULLID  ,,S,1,201,7,O,2,O,1,,,+1.99999988079071E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.13.154675,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.$RID$+Q2.D_MONTH_SEQ+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.13.154675,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+7.30490000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.13.154675,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,WEB_SALES,+7.19384000000000E+005,5,-1,+Q1.$RID$+Q1.WS_SOLD_TIME_SK+Q1.WS_WEB_SITE_SK+Q1.WS_SHIP_CUSTOMER_SK+Q1.WS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.13.154675,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+3.87826000976562E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.13.154675,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+3.87826000976562E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.22.120975,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,WEB_SALES,+7.19384000000000E+005,3,-1,+Q1.$RID$+Q1.WS_SHIP_ADDR_SK+Q1.WS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.22.120975,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+7.19384000000000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.22.120975,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,5,-1,+Q2.$RID$+Q2.D_YEAR+Q2.D_MOY+Q2.D_WEEK_SEQ+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.22.120975,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+2.50362460937500E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.22.120975,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+2.46556078125000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.26.611909,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CATALOG_PAGE,+1.17180000000000E+004,3,-1,+Q1.$RID$+Q1.CP_CATALOG_NUMBER+Q1.CP_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.26.611909,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.17180000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.26.611909,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,5,-1,+Q2.$RID$+Q2.D_FY_WEEK_SEQ+Q2.D_WEEK_SEQ+Q2.D_DOW+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.26.611909,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+8.74309765625000E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.26.611909,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+3.00644511718750E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.$RID$+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,1,-1,+Q2.D_LAST_DOM,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509064036550,+3.00000000000000E+001,1,-1,+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+3.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,WEB_SITE,+3.00000000000000E+001,3,-1,+Q1.WEB_TAX_PERCENTAGE+Q1.WEB_COMPANY_ID+Q1.WEB_CLOSE_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+2.23050093650818E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.31.175653,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+2.23050093650818E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.45.403901,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CATALOG_SALES,+1.44154800000000E+006,4,-1,+Q1.$RID$+Q1.CS_BILL_CUSTOMER_SK+Q1.CS_EXT_SHIP_COST+Q1.CS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.45.403901,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+8.60048250000000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.45.403901,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.$RID$+Q2.D_FY_YEAR+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.45.403901,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+7.30490000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.45.403901,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+8.60048250000000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,6,SYSIBM  ,SQL240509064051710,+1.44154800000000E+006,2,-1,+Q1.$RID$+Q1.CS_ITEM_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,2,O,6,O,5,,,+7.20774047851562E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,3,O,5,O,4,,,+7.20774047851562E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,3,,,+7.20774047851562E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,3,TPCDS   ,CATALOG_SALES,+1.44154800000000E+006,4,-1,+Q1.CS_WAREHOUSE_SK+Q1.CS_ITEM_SK+Q1.CS_PROMO_SK+Q1.CS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,6,O,3,O,2,,,+1.96733078002930E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,8,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,8,O,8,O,7,,,+7.79464721679688E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,9,D,-1,O,7,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,1,-1,+Q2.D_FY_WEEK_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,10,O,7,O,2,,,+7.79464721679688E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.49.859194,SQLC2Q31,NULLID  ,,S,1,201,11,O,2,O,1,,,+1.53346494140625E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.54.477578,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,PROMOTION,+3.00000000000000E+002,4,-1,+Q1.$RID$+Q1.P_RESPONSE_TARGET+Q1.P_COST+Q1.P_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.54.477578,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+9.99999923706055E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.54.477578,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.54.477578,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.54.477578,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_FY_QUARTER_SEQ+Q2.D_FY_WEEK_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.54.477578,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+4.52172698974609E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.54.477578,SQLC2Q31,NULLID  ,,S,1,201,7,O,2,O,1,,,+4.52172656250000E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.59.053500,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CATALOG_SALES,+1.44154800000000E+006,4,-1,+Q1.$RID$+Q1.CS_SHIP_ADDR_SK+Q1.CS_NET_PROFIT+Q1.CS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.59.053500,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+3.02980303764343E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.59.053500,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.59.053500,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.59.053500,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_LAST_DOM+Q2.D_MONTH_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-10.35.59.053500,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+8.38110744953156E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.35.59.053500,SQLC2Q31,NULLID  ,,S,1,201,7,O,2,O,1,,,+2.53931045532227E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064039300,+3.00000000000000E+002,2,-1,+Q1.P_PROMO_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+1.58000000000000E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,PROMOTION,+3.00000000000000E+002,2,-1,+Q1.P_COST+Q1.P_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+1.58000000000000E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_MOY+Q2.D_SAME_DAY_LY,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+4.20159149169922E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.03.777355,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+6.63851464843750E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064038920,+6.00000000000000E+001,2,-1,+Q1.WP_WEB_PAGE_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+6.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,WEB_PAGE,+6.00000000000000E+001,1,-1,+Q1.WP_ACCESS_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+6.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_YEAR+Q2.D_FY_QUARTER_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+6.41111135482788E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.08.302635,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+3.84666671752930E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.12.923361,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064035430,+1.20000000000000E+001,2,-1,+Q1.S_STORE_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.12.923361,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+1.20000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-10.36.12.923361,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,STORE,+1.20000000000000E+001,2,-1,+Q1.S_COMPANY_ID+Q1.S_CLOSED_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-10.36.12.923361,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+1.20000000000000E+001,-1,-1,,0,,,,
